"species","method","accuracy","pa","pool"
"Garrulus_glandarius","A",0.712122578155899,"pa","Po"
"Gavia_arctica","A",0.196918451673387,"pa","Po"
"Gavia_stellata","A",0.176428458622874,"pa","Po"
"Grus_grus","A",0.515521661046924,"pa","Po"
"Haematopus_ostralegus","A",0.668358940186638,"pa","Po"
"Hippolais_icterina","A",0.457636434149736,"pa","Po"
"Hirundo_rustica","A",0.720770939906874,"pa","Po"
"Jynx_torquilla","A",0.216711462803183,"pa","Po"
"Lagopus_lagopus","A",0.760410257819381,"pa","Po"
"Lanius_collurio","A",0.506136340011805,"pa","Po"
"Larus_argentatus","A",0.765965010996628,"pa","Po"
"Larus_canus","A",0.412992930582661,"pa","Po"
"Larus_marinus","A",0.742447107404845,"pa","Po"
"Larus_ridibundus","A",0.672242112317842,"pa","Po"
"Loxia_curvirostra","A",0.575607194516815,"pa","Po"
"Loxia_pytyopsittacus","A",0.396735310251144,"pa","Po"
"Lullula_arborea","A",0.427111405713332,"pa","Po"
"Luscinia_luscinia","A",0.658757114505919,"pa","Po"
"Luscinia_svecica","A",0.700388288503091,"pa","Po"
"Mergus_merganser","A",0.611016041386253,"pa","Po"
"Motacilla_alba","A",0.787841466556955,"pa","Po"
"Motacilla_flava","A",0.575823748071815,"pa","Po"
"Muscicapa_striata","A",0.362336618071596,"pa","Po"
"Numenius_arquata","A",0.254994741107535,"pa","Po"
"Numenius_phaeopus","A",0.725094594388816,"pa","Po"
"Oenanthe_oenanthe","A",0.649761860817107,"pa","Po"
"Pandion_haliaetus","A",0.199976413536634,"pa","Po"
"Parus_ater","A",0.690147729763888,"pa","Po"
"Parus_caeruleus","A",0.786411283432998,"pa","Po"
"Parus_cristatus","A",0.574346530925544,"pa","Po"
"Parus_major","A",0.865336595395773,"pa","Po"
"Parus_montanus","A",0.501997359513111,"pa","Po"
"Parus_palustris","A",0.53451810770547,"pa","Po"
"Passer_domesticus","A",0.586093226688685,"pa","Po"
"Passer_montanus","A",0.711277736965468,"pa","Po"
"Perisoreus_infaustus","A",0.783511414463701,"pa","Po"
"Phalacrocorax_carbo","A",0.769907283953726,"pa","Po"
"Phasianus_colchicus","A",0.765850908395333,"pa","Po"
"Phoenicurus_phoenicurus","A",0.382214342709085,"pa","Po"
"Phylloscopus_collybita","A",0.24193625042953,"pa","Po"
"Phylloscopus_sibilatrix","A",0.553946251016025,"pa","Po"
"Phylloscopus_trochilus","A",0.544122263551856,"pa","Po"
"Pica_pica","A",0.704084359251148,"pa","Po"
"Picus_viridis","A",0.52220064875317,"pa","Po"
"Pluvialis_apricaria","A",0.659824676485748,"pa","Po"
"Podiceps_cristatus","A",0.369195105269611,"pa","Po"
"Prunella_modularis","A",0.433251956554804,"pa","Po"
"Pyrrhula_pyrrhula","A",0.430747500503814,"pa","Po"
"Regulus_regulus","A",0.724415947701125,"pa","Po"
"Saxicola_rubetra","A",0.539524607859102,"pa","Po"
"Scolopax_rusticola","A",0.258345778597431,"pa","Po"
"Sitta_europaea","A",0.63779828301518,"pa","Po"
"Sterna_hirundo","A",0.358639556528048,"pa","Po"
"Sturnus_vulgaris","A",0.838435254022165,"pa","Po"
"Sylvia_atricapilla","A",0.899806135201879,"pa","Po"
"Sylvia_borin","A",0.75008597728916,"pa","Po"
"Sylvia_communis","A",0.767204845856254,"pa","Po"
"Sylvia_curruca","A",0.679682699820693,"pa","Po"
"Tetrao_tetrix","A",0.409007848214909,"pa","Po"
"Tetrao_urogallus","A",0.521645675723439,"pa","Po"
"Tringa_glareola","A",0.776870504221151,"pa","Po"
"Tringa_nebularia","A",0.774921763234874,"pa","Po"
"Tringa_ochropus","A",0.612223565016342,"pa","Po"
"Tringa_totanus","A",0.507412406928389,"pa","Po"
"Troglodytes_troglodytes","A",0.797642452717387,"pa","Po"
"Turdus_iliacus","A",0.651474771567654,"pa","Po"
"Turdus_merula","A",0.872444449266331,"pa","Po"
"Turdus_philomelos","A",0.585500335693684,"pa","Po"
"Turdus_pilaris","A",0.27667981357571,"pa","Po"
"Turdus_torquatus","A",0.927384667968656,"pa","Po"
"Turdus_viscivorus","A",0.571725729070005,"pa","Po"
"Vanellus_vanellus","A",0.69667108165624,"pa","Po"
